r,angle,eccentricity,cx,cy,norm_r,angle_90,act_r,scale,norm_act_r,label
251.514,177,0.754,47,99,0.26325737,2,110.037,0.438,0.694198742,5
234.543,5,0.831,51,89,0.07891421,5,103.59,0.442,0.616507194,5
250.876,179,0.774,48,99,0.256327258,0,110.804,0.442,0.70344171,5
251.587,3,0.777,49,99,0.264050314,3,111.642,0.444,0.713540286,5
254.218,3,0.771,50,100,0.292628881,3,112.28,0.442,0.7212287,5
253.077,3,0.813,51,100,0.280235059,3,112.303,0.444,0.721505869,5
257.864,178,0.777,52,101,0.332232626,1,113.89,0.442,0.740630498,5
251.999,0,0.772,49,99,0.268525559,0,111.299,0.442,0.709406859,5
249.646,0,0.783,50,98,0.242966696,0,110.26,0.442,0.696886072,5
252.456,176,0.779,50,98,0.273489605,3,110.975,0.44,0.705502398,5
247.766,177,0.791,51,96,0.222545676,2,108.914,0.44,0.680665687,5
253.218,175,0.811,53,97,0.281766636,4,110.783,0.438,0.703188643,5
251.948,175,0.807,51,98,0.267971584,4,110.752,0.44,0.702815068,5
232.239,178,0.839,52,87,0.053887597,1,102.088,0.44,0.598406883,5
244.5,176,0.799,50,94,0.187069584,3,107.478,0.44,0.663360729,5
239.559,177,0.818,53,90,0.133399231,2,104.807,0.438,0.631173025,5
238.232,176,0.84,55,88,0.118985032,3,104.226,0.438,0.624171507,5
251.307,171,0.816,56,94,0.261008885,8,109.947,0.438,0.693114169,5
232.187,178,0.853,56,84,0.053322761,1,101.582,0.438,0.592309175,5
249.978,171,0.82,57,93,0.246572962,8,109.365,0.438,0.6861006,5
231.232,176,0.848,57,83,0.042949317,3,101.164,0.438,0.587271938,5
229.429,178,0.85,54,84,0.023364689,1,100.853,0.44,0.583524138,5
249.713,169,0.808,54,95,0.243694467,10,109.77,0.44,0.690981177,5
238.208,176,0.808,52,90,0.118724338,3,104.216,0.438,0.624050999,5
248.346,172,0.81,52,94,0.228845778,7,108.651,0.438,0.677496325,5
252.896,170,0.808,52,97,0.278268993,9,110.642,0.438,0.70148948,5
260.922,179,0.78,48,94,0.365449371,0,106.543,0.408,0.652093225,5
247.179,0,0.83,48,84,0.216169538,0,97.327,0.394,0.541032995,5
256.605,179,0.831,49,88,0.318557059,0,101.038,0.394,0.585753537,5
261.116,179,0.799,48,91,0.367556647,0,103.359,0.396,0.613723458,5
258.423,3,0.815,47,89,0.338304621,3,101.754,0.394,0.594381914,5
258.193,4,0.817,50,86,0.335806304,4,100.588,0.39,0.580330674,5
262.838,5,0.799,49,88,0.386261433,5,101.302,0.385,0.58893495,5
266.43,2,0.783,49,88,0.425278617,2,101.576,0.381,0.592236871,5
268.578,3,0.743,45,89,0.448610719,3,100.157,0.373,0.575136777,5
271.34,0,0.771,47,87,0.47861224,0,100.057,0.369,0.573931696,5
269.333,7,0.779,47,85,0.456811714,7,97.633,0.362,0.544720542,5
